CLASS,CLASS_CODE,COMM_CODE,NAME,SECTOR,SRG,COMM_STRUCTURE,Shape_area,Shape_Length,Shape,longitude,latitude
Residential,1,THO,THORNCLIFFE,NORTH,ESTABLISHED,1950s,8284169.0078130,13094.24937,Polygon,-114.068778,51.1031032569092
Residential,1,THS,TWINHILLS,EAST,DEVELOPING,BUILDING OUT,5039395.5234380,10336.2017,Polygon,-113.8771098,51.0451113533786
Residential,1,TUS,TUSCANY,NORTHWEST,COMPLETE,2000s,17329387.3046880,18568.7978,Polygon,-114.2409329,51.1219371054552
Residential,1,TUX,TUXEDO PARK,CENTRE,ESTABLISHED,INNER CITY,3346734.7421880,7853.166936,Polygon,-114.0610459,51.0742177667462
Residential,1,UMR,UPPER MOUNT ROYAL,CENTRE,ESTABLISHED,INNER CITY,3221835.7500000,8091.458751,Polygon,-114.0850185,51.0299795639280
Residential,1,UND,UNIVERSITY DISTRICT,NORTHWEST,ESTABLISHED,OTHER,2916691.6875000,8267.701808,Polygon,-114.1449457,51.0738551026514
Residential,1,UNI,UNIVERSITY HEIGHTS,NORTHWEST,ESTABLISHED,1960s/1970s,2067205.2734380,6396.424517,Polygon,-114.1330914,51.0704062855876
Residential,1,UOC,UNIVERSITY OF CALGARY,NORTHWEST,ESTABLISHED,OTHER,3798633.3125000,10152.24166,Polygon,-114.1299348,51.0750121225745
Industrial,2,VAF,VALLEYFIELD,EAST,N/A,EMPLOYMENT,3050055.4062500,8093.607848,Polygon,-113.9983432,51.0114092380931
Residential,1,VAL,VALLEY RIDGE,WEST,ESTABLISHED,2000s,8400026.1406250,13867.61931,Polygon,-114.2512945,51.0953780368359
Residential,1,VAR,VARSITY,NORTHWEST,ESTABLISHED,1960s/1970s,17341756.0312500,18758.57063,Polygon,-114.1625307,51.0960625033069
Residential,1,VIS,VISTA HEIGHTS,NORTHEAST,ESTABLISHED,1960s/1970s,2883919.0078130,7605.254268,Polygon,-114.0177051,51.0719330831716
Residential,1,WAL,WALDEN,SOUTH,DEVELOPING,BUILDING OUT,6167186.3125000,13020.3454,Polygon,-114.0326176,50.8704025844002
Residential,1,WBN,WOODBINE,SOUTH,ESTABLISHED,1980s/1990s,8000884.5390630,15036.64607,Polygon,-114.129593,50.9413607380782
Industrial,2,WES,WESTWINDS,NORTHEAST,N/A,EMPLOYMENT,4941359.4609380,10684.19477,Polygon,-113.9700506,51.1033918241954
Residential,1,WGT,WESTGATE,WEST,ESTABLISHED,1950s,2908174.6093750,7238.7288,Polygon,-114.1586022,51.0441828167611
Residential,1,WHI,WHITEHORN,NORTHEAST,ESTABLISHED,1960s/1970s,6698282.6250000,10349.80656,Polygon,-113.9700682,51.0887793206746
Residential,1,WHL,WEST HILLHURST,CENTRE,ESTABLISHED,INNER CITY,5971396.2421880,11271.84161,Polygon,-114.1151585,51.0550803670582
Residential,1,WIL,WILLOW PARK,SOUTH,ESTABLISHED,1960s/1970s,8554553.5234380,11631.83752,Polygon,-114.0561972,50.9566273510119
Residential,1,WIN,WINSTON HEIGHTS/MOUNTVIEW,CENTRE,ESTABLISHED,1950s,7624887.6562500,13110.84756,Polygon,-114.0418513,51.0753031697602
Residential,1,WLD,WILDWOOD,WEST,ESTABLISHED,1950s,6487521.3203130,13741.43876,Polygon,-114.1585169,51.0582506884432
Residential,1,WND,WINDSOR PARK,CENTRE,ESTABLISHED,1950s,3219291.9765630,8476.948076,Polygon,-114.0835488,51.0050431767251
Residential,1,WOO,WOODLANDS,SOUTH,ESTABLISHED,1980s/1990s,7044715.8828130,13202.58303,Polygon,-114.1061585,50.9429960686877
Residential,1,WSP,WEST SPRINGS,WEST,DEVELOPING,BUILDING OUT,10300956.8203130,13158.12653,Polygon,-114.2066875,51.0597764783308
Residential,1,WWO,WOLF WILLOW,SOUTH,DEVELOPING,BUILDING OUT,7173268.617,14134.7853,Polygon,-114.0086295,50.8707102698617
Residential,1,YKV,YORKVILLE,SOUTH,DEVELOPING,BUILDING OUT,3305145.414,7695.77736,Polygon,-114.0823248,50.8703513906828
