Business,Address,Annual Consumption,Unit,City,Province,Country,Year
PINEWOOD PARK - #902-912 5920 22 AV NE HOUSING,1625 42 ST SW,64,GJ,Calgary,Alberta,Canada,2018
RANCHLANDS GV NW HOUSING,147 RUNDLEMERE RD NE,224,GJ,Calgary,Alberta,Canada,2018
RANCHLANDS HOUSING PROJECT,3307 SPRUCE DR SW,96,GJ,Calgary,Alberta,Canada,2018
RANCHLANDS WEST HOUSING PROJECT,75 SHAWNESSY DR SW,197,GJ,Calgary,Alberta,Canada,2018
RENFREW 2,9090 24 ST SE,179,GJ,Calgary,Alberta,Canada,2018
ROSSCARROCK COMMUNITY HOUSING,36 STRADWICK RI SW,609,GJ,Calgary,Alberta,Canada,2018
RUNDLEMERE RD NE HOUSING,58 TEMPLEMONT RD NE,495,GJ,Calgary,Alberta,Canada,2018
SHAGANAPPI VILLAGE,168 ST MORITZ DR SW,2436,GJ,Calgary,Alberta,Canada,2018
SHAWNESSY TERRACE,112 27 AV NW,325,GJ,Calgary,Alberta,Canada,2018
SOUTH HILL MOBILE HOME PARK,1112 7 AV SW,30,GJ,Calgary,Alberta,Canada,2018
STRATHCONA 1,11 VENTURA LN NE,613,GJ,Calgary,Alberta,Canada,2018
TEMPLE 1 COMMUNITY HOUSING,12 VENTURA LN NE,393,GJ,Calgary,Alberta,Canada,2018
TREO AT MONTREUX,22 VENTURA LN NE,1500,GJ,Calgary,Alberta,Canada,2018
TUXEDO GARDEN COURT,23 VENTURA LN NE,203,GJ,Calgary,Alberta,Canada,2018
UPTOWN APT,249A PENNSYLVANIA RD SE,289,GJ,Calgary,Alberta,Canada,2018
VENTURA LN NE - 11-21 VENTURA LN NE HOUSING,249B PENNSYLVANIA RD SE,55,GJ,Calgary,Alberta,Canada,2018
VENTURA LN NE - 12-20 VENTURA LN NE HOUSING,249C PENNSYLVANIA RD SE,47,GJ,Calgary,Alberta,Canada,2018
VENTURA LN NE - 22-32 VENTURA LN NE HOUSING,1225 14 AV SW,65,GJ,Calgary,Alberta,Canada,2018
VENTURA LN NE - 23-33 VENTURA LN NE HOUSING,110 WOODMONT CO SW,52,GJ,Calgary,Alberta,Canada,2018
VILLAGE III APARTMENTS - 249B PENNSYLVANIA RD SE HOUSING,1040 WOODVIEW CR SW,652,GJ,Calgary,Alberta,Canada,2018
WHITE WEATHERFORD PLACE,1225 14 AV SW,468,GJ,Calgary,Alberta,Canada,2018
WOODBINE HOUSING,110 WOODMONT CO SW,196,GJ,Calgary,Alberta,Canada,2018
WOODLANDS II,233 WOODRIDGE DR SW,758,GJ,Calgary,Alberta,Canada,2018
WOODVIEW TERRACE,1040 WOODVIEW CR SW,864,GJ,Calgary,Alberta,Canada,2018
